profile,accuracy,macro_f1,ece,brier_score,risk_coverage_auc
full_default,0.35,0.2727231433113786,0.44297026326258976,0.43655563413546805,0.3360882754215318
minimal_deployment,0.35,0.2727231433113786,0.44297026326258976,0.43655563413546805,0.3360882754215318
minimal_plus_opt_ablation,0.35,0.2727231433113786,0.44297026326258976,0.43655563413546805,0.3360882754215318
